Date,EE_BC1,EE_BC2,EE_BC3,Q_BC1,T_SAL_BC1,T_ENT_BC1,ET_BC1_Frio,ET_BC1_Calor,Q_BC2,T_SAL_BC2,T_ENT_BC2,ET_BC2_Frio,ET_BC2_Calor,Q_BC3,T_SAL_BC3,T_ENT_BC3,ET_BC3_Frio,ET_BC3_Calor
07-02-2024;15:00:00.000,4.286,9.69,2895.589,0,16.97,16.91,0,0,0,38.65,41.49,0,0,0,14.78,15.47,0.712,1.291
07-02-2024;15:00:51.000,4.286,9.69,2895.589,0,17.02,16.93,0,0,0,38.48,41.41,0,0,0,14.82,15.48,0.712,1.291
07-02-2024;15:02:57.000,4.398,9.69,2895.589,0.017,17.11,17.03,0,0,0,38.12,41.02,0,0,0,14.82,15.48,0.712,1.291
07-02-2024;15:04:40.000,4.62,9.69,2895.589,0.017,17.09,16.97,0,0,0,37.72,40.87,0,0,0,14.84,15.52,0.712,1.291
07-02-2024;15:06:08.000,4.829,9.69,2895.589,0.017,17.19,17.04,0,0,0,37.55,40.89,0,0,0,14.87,15.53,0.712,1.291
07-02-2024;15:10:00.000,5.52,9.69,2895.589,16.84,17.27,17.09,0,0,0,37.02,40.82,0,0,0,14.93,15.56,0.712,1.291
07-02-2024;15:20:00.000,8.055,17.96,2895.589,16.67,44.78,44.27,0.006,0,16.12,47.55,45.32,0,0.12,0,15.06,15.66,0.712,1.291
07-02-2024;15:30:00.000,8.257,18.03,2895.589,0,24.19,43.99,0.01,0,0,45.65,45.8,0,0.12,0,15.19,15.75,0.712,1.291
07-02-2024;15:40:00.000,8.257,18.03,2895.589,0,43.46,44.96,0.01,0,0,44.21,42.91,0,0.12,0,15.3,15.83,0.712,1.291
07-02-2024;15:50:00.000,8.257,18.03,2895.589,0,42.24,44.45,0.01,0,0,43.02,40.84,0,0.12,0,15.38,15.88,0.712,1.291
07-02-2024;16:00:00.000,8.427,18.03,2895.589,16.82,43.51,42.15,0.01,0,0,42.33,39.07,0,0.12,0,15.44,15.91,0.712,1.291
07-02-2024;16:10:00.000,10.279,18.08,2895.589,16.8,46.88,43.22,0.01,0.009,16.19,42.3,42.77,0,0.12,0,15.51,15.95,0.712,1.291
07-02-2024;16:20:00.000,12.266,26.51,2895.589,0.01,45.95,45.76,0.01,0.019,0,46.26,46.35,0,0.15,0,15.59,16.03,0.712,1.291
07-02-2024;16:30:00.000,12.266,26.51,2895.589,0,44.5,45.24,0.01,0.019,0,45.02,44.7,0,0.15,0,15.65,16.07,0.712,1.291
07-02-2024;16:40:00.000,12.266,26.51,2895.589,0,43.04,44.73,0.01,0.019,0,43.81,42.2,0,0.15,0,15.72,16.12,0.712,1.291
07-02-2024;16:50:00.000,12.266,26.51,2895.589,0,42.01,44.24,0.01,0.019,0,42.84,40.25,0,0.15,0,15.76,16.15,0.712,1.291
07-02-2024;17:00:00.000,13.012,26.51,2895.589,16.82,44.64,42.27,0.01,0.022,0,41.96,38.5,0,0.15,0,15.75,16.11,0.712,1.291
07-02-2024;17:10:00.000,15.328,31.38,2895.589,16.68,48.81,44.96,0.01,0.032,16.15,47,45.33,0,0.17,0,15.72,16.03,0.712,1.291
07-02-2024;17:20:00.000,16.17,34.67,2895.589,0,45.35,45.25,0.01,0.038,0,46.14,46.09,0,0.19,0,15.68,16.01,0.712,1.291
07-02-2024;17:30:00.000,16.17,34.67,2895.589,0,43.82,45.1,0.01,0.038,0,44.54,43.54,0,0.19,0,15.61,15.88,0.712,1.291
07-02-2024;17:40:00.000,16.17,34.67,2895.589,0,42.53,44.58,0.01,0.038,0,43.17,41.39,0,0.19,0,15.57,15.8,0.712,1.291
07-02-2024;17:50:00.000,16.17,34.67,2895.589,0,41.56,44.01,0.01,0.038,0,42.53,39.52,0,0.19,0,15.52,15.72,0.712,1.291
07-02-2024;18:00:00.000,17.182,34.67,2895.589,16.8,45.06,42.3,0.01,0.042,0,41.81,37.99,0,0.19,0,15.49,15.65,0.712,1.291
07-02-2024;18:10:00.000,19.616,41.53,2895.589,16.73,49.67,45.86,0.01,0.053,16.1,47.73,45.95,0,0.21,0,15.47,15.62,0.712,1.291
07-02-2024;18:20:00.000,20.041,42.6,2895.589,0,45.14,45.24,0.01,0.056,0,45.94,45.96,0,0.22,0,15.49,15.62,0.712,1.291
07-02-2024;18:30:00.000,20.041,42.6,2895.589,0,43.71,45.12,0.01,0.056,0,44.56,43.24,0,0.22,0,15.45,15.6,0.712,1.291
07-02-2024;18:40:00.000,20.041,42.6,2895.589,0,42.52,44.64,0.01,0.056,0,43.27,40.92,0,0.22,0,15.36,15.55,0.712,1.291
07-02-2024;18:50:00.000,20.041,42.6,2895.589,0,41.53,44.01,0.01,0.056,0,42.28,39.17,0,0.22,0,15.28,15.46,0.712,1.291
07-02-2024;19:00:00.000,20.581,42.6,2895.589,16.86,44.35,42.22,0.01,0.058,0,41.74,37.81,0,0.22,0,15.28,15.43,0.712,1.291
07-02-2024;19:10:00.000,22.753,45.72,2895.589,16.79,48.51,44.71,0.01,0.068,16.19,46.27,44.82,0,0.22,0,15.25,15.4,0.712,1.291
07-02-2024;19:20:00.000,23.875,50.48,2895.589,0,45.61,45.29,0.01,0.075,0,46.42,46.29,0,0.25,0,15.26,15.44,0.712,1.291
07-02-2024;19:30:00.000,23.875,50.48,2895.589,0,44.28,45.13,0.01,0.075,0,45,43.97,0,0.25,0,15.25,15.45,0.712,1.291
07-02-2024;19:40:00.000,23.875,50.48,2895.589,0,42.98,44.76,0.01,0.075,0,43.84,41.73,0,0.25,0,15.22,15.45,0.712,1.291
07-02-2024;19:50:00.000,23.875,50.48,2895.589,0,41.96,44.28,0.01,0.075,0,42.94,39.86,0,0.25,0,15.23,15.47,0.712,1.291
07-02-2024;20:00:00.000,23.95,50.48,2895.589,16.91,43.22,42.3,0.01,0.075,0,42.09,38.22,0,0.25,0,15.23,15.5,0.712,1.291
07-02-2024;20:10:00.000,25.643,50.48,2895.589,16.82,46.37,42.93,0.01,0.082,0,41.56,37.15,0,0.25,0,15.26,15.55,0.712,1.291
07-02-2024;20:20:00.000,27.635,58.02,2895.589,0.02,46.19,46,0.01,0.093,0,46.47,46.52,0,0.27,0,15.26,15.58,0.712,1.291
07-02-2024;20:30:00.000,27.635,58.02,2895.589,0,44.7,45.21,0.01,0.093,0,45.26,45.34,0,0.27,0,15.29,15.63,0.712,1.291
07-02-2024;20:40:00.000,27.635,58.02,2895.589,0,43.39,45,0.01,0.093,0,43.92,42.39,0,0.27,0,15.34,15.73,0.712,1.291
07-02-2024;20:50:00.000,27.635,58.02,2895.589,0,42.16,44.44,0.01,0.093,0,42.98,40.43,0,0.27,0,15.38,15.8,0.712,1.291
07-02-2024;21:00:00.000,27.635,58.02,2895.589,0,41.41,43.92,0.01,0.093,0,42.21,38.85,0,0.27,0,15.43,15.88,0.712,1.291
07-02-2024;21:10:00.000,27.966,58.02,2895.589,16.95,44,42.24,0.01,0.094,0,41.51,37.5,0,0.27,0,15.46,15.91,0.712,1.291
07-02-2024;21:20:00.000,29.959,59.32,2895.589,16.78,47.55,43.86,0.01,0.103,15.99,45.16,44.06,0,0.28,0,15.5,15.96,0.712,1.291
07-02-2024;21:30:00.000,31.373,65.54,2895.589,0,45.81,45.53,0.01,0.111,0,46.49,46.33,0,0.3,0,15.55,15.99,0.712,1.291
07-02-2024;21:40:00.000,31.373,65.54,2895.589,0,44.56,45.34,0.01,0.111,0,44.98,44.29,0,0.3,0,15.6,16.06,0.712,1.291
07-02-2024;21:50:00.000,31.373,65.54,2895.589,0,43.24,44.92,0.01,0.111,0,43.93,41.99,0,0.3,0,15.67,16.12,0.712,1.291
07-02-2024;22:00:00.000,31.373,65.54,2895.589,0,42.28,44.39,0.01,0.111,0,43.12,40.1,0,0.3,0,15.72,16.19,0.712,1.291
07-02-2024;22:10:00.000,31.373,65.54,2895.589,0,41.49,43.97,0.01,0.111,0,42.12,38.43,0,0.3,0,15.76,16.22,0.712,1.291
07-02-2024;22:20:00.000,31.938,65.54,2895.589,16.99,44.48,42.25,0.01,0.113,0,41.55,37.22,0,0.3,0,15.82,16.27,0.712,1.291
07-02-2024;22:30:00.000,34.12,68.88,2895.589,16.63,48.66,44.88,0.01,0.123,16.11,46.58,45.1,0,0.31,0,15.88,16.32,0.712,1.291
07-02-2024;22:40:00.000,35.143,73.19,2895.589,0,45.68,45.4,0.01,0.129,0,46.42,46.33,0,0.33,0,15.92,16.37,0.712,1.291
07-02-2024;22:50:00.000,35.143,73.19,2895.589,0,44.29,45.41,0.01,0.129,0,44.87,43.94,0,0.33,0,15.98,16.43,0.712,1.291
07-02-2024;23:00:00.000,35.143,73.19,2895.589,0,43.13,44.95,0.01,0.129,0,43.77,41.77,0,0.33,0,16.01,16.43,0.712,1.291
07-02-2024;23:10:00.000,35.143,73.19,2895.589,0,42.1,44.4,0.01,0.129,0,42.84,39.73,0,0.33,0,16.05,16.47,0.712,1.291
07-02-2024;23:20:00.000,35.143,73.19,2895.589,0,41.35,43.89,0.01,0.129,0,42.1,38.25,0,0.33,0,16.12,16.52,0.712,1.291
07-02-2024;23:30:00.000,35.937,73.19,2895.589,16.88,44.74,42.3,0.01,0.132,0,41.38,36.99,0,0.33,0,16.16,16.6,0.712,1.291
07-02-2024;23:40:00.000,38.256,78.5,2895.589,16.75,49.35,45.62,0.01,0.143,16.09,47.21,45.59,0,0.35,0,16.22,16.65,0.712,1.291
07-02-2024;23:50:00.000,38.883,80.69,2895.589,0,45.47,45.44,0.01,0.147,0,46,46.02,0,0.36,0,16.26,16.67,0.712,1.291
08-02-2024;00:00:00.000,38.883,80.69,2895.589,0,44.12,45.3,0.01,0.147,0,44.67,43.62,0,0.36,0,16.3,16.7,0.712,1.291
08-02-2024;00:10:00.000,38.883,80.69,2895.589,0,42.91,44.85,0.01,0.147,0,43.64,41.51,0,0.36,0,16.34,16.75,0.712,1.291
08-02-2024;00:20:00.000,38.883,80.69,2895.589,0,42.08,44.36,0.01,0.147,0,42.76,39.81,0,0.36,0,16.38,16.77,0.712,1.291
08-02-2024;00:30:00.000,38.883,80.69,2895.589,0,41.42,43.72,0.01,0.147,0,42.07,38.41,0,0.36,0,16.44,16.82,0.712,1.291
08-02-2024;00:40:00.000,39.859,80.69,2895.589,16.74,45.19,42.45,0.01,0.151,0,41.44,37.32,0,0.36,0,16.49,16.87,0.712,1.291
08-02-2024;00:50:00.000,42.245,87.29,2895.589,16.7,49.68,45.95,0.01,0.162,16.11,47.81,46.05,0,0.38,0,16.53,16.91,0.712,1.291
08-02-2024;01:00:00.000,42.624,88.2,2895.589,0,45.29,45.4,0.01,0.165,0,46.01,45.96,0,0.39,0,16.6,16.98,0.712,1.291
08-02-2024;01:10:00.000,42.624,88.2,2895.589,0,43.86,45.27,0.01,0.165,0,44.63,43.26,0,0.39,0,16.64,17.03,0.712,1.291
08-02-2024;01:20:00.000,42.624,88.2,2895.589,0,42.57,44.73,0.01,0.165,0,43.52,41.18,0,0.39,0,16.71,17.11,0.712,1.291
08-02-2024;01:30:00.000,42.624,88.2,2895.589,0,41.68,44.22,0.01,0.165,0,42.47,39.19,0,0.39,0,16.75,17.14,0.712,1.291
08-02-2024;01:40:00.000,42.624,88.2,2895.589,3.82,40.9,42.25,0.01,0.165,0,41.62,37.82,0,0.39,0,16.8,17.18,0.712,1.291
08-02-2024;01:50:00.000,44.04,88.2,2895.589,16.87,45.92,42.69,0.01,0.171,0,41.07,36.71,0,0.39,0,16.84,17.23,0.712,1.291
08-02-2024;02:00:00.000,46.387,95.75,2895.589,16.7,49.34,46.59,0.01,0.183,0.06,46.54,46.58,0,0.42,0,16.89,17.25,0.712,1.291
08-02-2024;02:10:00.000,46.391,95.75,2895.589,0,44.98,45.47,0.01,0.183,0,45.21,45.33,0,0.42,0,16.93,17.3,0.712,1.291
08-02-2024;02:20:00.000,46.391,95.75,2895.589,0,43.2,45.07,0.01,0.183,0,43.95,42.43,0,0.42,0,16.98,17.35,0.712,1.291
08-02-2024;02:30:00.000,46.391,95.75,2895.589,0,42.16,44.57,0.01,0.183,0,42.86,40.43,0,0.42,0,17.02,17.37,0.712,1.291
08-02-2024;02:40:00.000,46.391,95.75,2895.589,0,41.39,44.01,0.01,0.183,0,41.99,38.56,0,0.42,0,17.06,17.4,0.712,1.291
08-02-2024;02:50:00.000,46.653,95.75,2895.589,16.84,43.8,42.18,0.01,0.184,0,41.3,37.26,0,0.42,0,17.08,17.43,0.712,1.291
08-02-2024;03:00:00.000,48.583,96.45,2895.589,16.78,47.56,43.85,0.01,0.193,16.12,44.68,43.81,0,0.42,0,17.14,17.46,0.712,1.291
08-02-2024;03:10:00.000,50.173,103.52,2895.589,0,45.94,45.65,0.01,0.201,0,46.38,46.5,0,0.45,0,17.15,17.47,0.712,1.291
08-02-2024;03:20:00.000,50.173,103.52,2895.589,0,44.59,45.51,0.01,0.201,0,45.27,44.51,0,0.45,0,17.17,17.5,0.712,1.291
08-02-2024;03:30:00.000,50.173,103.52,2895.589,0,43.39,45.11,0.01,0.201,0,43.87,42.19,0,0.45,0,17.2,17.52,0.712,1.291
08-02-2024;03:40:00.000,50.173,103.52,2895.589,0,42.55,44.62,0.01,0.201,0,42.97,40.41,0,0.45,0,17.23,17.51,0.712,1.291
08-02-2024;03:50:00.000,50.173,103.52,2895.589,0,41.67,44.11,0.01,0.201,0,42.4,38.76,0,0.45,0,17.23,17.55,0.712,1.291
08-02-2024;04:00:00.000,50.464,103.52,2895.589,16.79,43.83,42.19,0.01,0.202,0,41.75,37.63,0,0.45,0,17.25,17.56,0.712,1.291
08-02-2024;04:10:00.000,52.42,104.47,2895.589,16.78,47.55,43.82,0.01,0.211,16.16,45.06,44.01,0,0.45,0,17.27,17.59,0.712,1.291
08-02-2024;04:20:00.000,53.91,111.01,2895.589,0,45.87,45.6,0.01,0.219,0,46.38,46.32,0,0.48,0,17.29,17.63,0.712,1.291
08-02-2024;04:30:00.000,53.91,111.01,2895.589,0,44.47,45.43,0.01,0.219,0,44.91,44.4,0,0.48,0,17.29,17.63,0.712,1.291
08-02-2024;04:40:00.000,53.91,111.01,2895.589,0,43.11,44.97,0.01,0.219,0,44.01,42.2,0,0.48,0,17.33,17.66,0.712,1.291
08-02-2024;04:50:00.000,53.91,111.01,2895.589,0,42.08,44.46,0.01,0.219,0,42.92,40.08,0,0.48,0,17.32,17.65,0.712,1.291
08-02-2024;05:00:00.000,53.91,111.01,2895.589,0,41.15,43.87,0.01,0.219,0,41.93,38.61,0,0.48,0,17.33,17.65,0.712,1.291
08-02-2024;05:10:00.000,54.724,111.01,2895.589,16.79,44.91,42.33,0.01,0.223,0,41.57,37.49,0,0.48,0,17.35,17.65,0.712,1.291
08-02-2024;05:20:00.000,57.05,116.43,2895.589,16.7,49.3,45.57,0.01,0.234,15.96,47.34,45.68,0,0.49,0,17.35,17.65,0.712,1.291
08-02-2024;05:30:00.000,57.598,118.21,2895.589,0,45.43,45.27,0.01,0.237,0,46.12,46.33,0,0.5,0,17.36,17.68,0.712,1.291
08-02-2024;05:40:00.000,57.598,118.21,2895.589,0,44.15,45.21,0.01,0.237,0,44.88,43.5,0,0.5,0,17.38,17.69,0.712,1.291
08-02-2024;05:50:00.000,57.598,118.21,2895.589,0,43.13,44.83,0.01,0.237,0,43.78,41.56,0,0.5,0,17.39,17.7,0.712,1.291
08-02-2024;06:00:00.000,57.598,118.21,2895.589,0,42.24,44.36,0.01,0.237,0,43.08,39.89,0,0.5,0,17.42,17.71,0.712,1.291
08-02-2024;06:10:00.000,57.598,118.21,2895.589,0,41.44,43.83,0.01,0.237,0,42.18,38.4,0,0.5,0,17.43,17.72,0.712,1.291
08-02-2024;06:20:00.000,58.906,118.21,2895.589,16.81,45.58,42.38,0.01,0.243,0,41.69,37.37,0,0.5,0,17.43,17.71,0.712,1.291
08-02-2024;06:30:00.000,61.433,126.64,2895.589,16.69,50,46.16,0.01,0.254,16.1,47.78,46.46,0,0.54,0,17.46,17.75,0.712,1.291
08-02-2024;06:40:00.000,61.585,126.71,2895.589,0,44.98,45.15,0.01,0.257,0,45.69,45.95,0,0.54,0,17.47,17.75,0.712,1.291
08-02-2024;06:50:00.000,61.585,126.71,2895.589,0,43.7,45.03,0.01,0.257,0,44.46,43.37,0,0.54,0,17.5,17.77,0.712,1.291
08-02-2024;07:00:00.000,61.585,126.71,2895.589,0,42.53,44.55,0.01,0.257,0,43.28,41.24,0,0.54,0,17.52,17.8,0.712,1.291
08-02-2024;07:10:00.000,61.801,126.71,2895.589,16.87,43.73,42.17,0.01,0.257,0,42.34,39.59,0,0.54,0,17.51,17.79,0.712,1.291
08-02-2024;07:20:00.000,63.677,126.92,2895.589,16.81,47.05,43.43,0.01,0.266,16.1,43.36,43.54,0,0.54,0,17.54,17.81,0.712,1.291
08-02-2024;07:30:00.000,65.485,134.84,2895.589,0,45.82,45.67,0.01,0.275,0,46.38,46.36,0,0.57,0,17.56,17.83,0.712,1.291
08-02-2024;07:40:00.000,65.485,134.84,2895.589,0,44.32,45.21,0.01,0.275,0,45.02,44.82,0,0.57,0,17.57,17.87,0.712,1.291
08-02-2024;07:50:00.000,65.485,134.84,2895.589,0,42.91,44.75,0.01,0.275,0,43.59,41.92,0,0.57,0,17.56,17.86,0.712,1.291
08-02-2024;08:00:00.000,65.485,134.84,2895.589,0,41.71,44.17,0.01,0.275,0,42.77,39.97,0,0.57,0,17.58,17.88,0.712,1.291
08-02-2024;08:10:00.000,65.989,134.84,2895.589,16.77,44.2,42.13,0.01,0.277,0,41.97,38.33,0,0.57,0,17.59,17.9,0.712,1.291
08-02-2024;08:20:00.000,68.15,137.67,2895.589,16.63,48.31,44.42,0.01,0.287,16.27,45.94,44.42,0,0.58,0,17.61,17.91,0.712,1.291
08-02-2024;08:30:00.000,69.487,143.46,2895.589,0,45.64,45.27,0.01,0.294,0,46.35,46.3,0,0.6,0,17.62,17.94,0.712,1.291
08-02-2024;08:40:00.000,69.487,143.46,2895.589,0,43.97,45.27,0.01,0.294,0,44.74,44.01,0,0.6,0,17.63,17.96,0.712,1.291
08-02-2024;08:50:00.000,69.487,143.46,2895.589,0,42.63,44.76,0.01,0.294,0,43.49,41.53,0,0.6,0,17.65,17.97,0.712,1.291
08-02-2024;09:00:00.000,69.551,143.46,2895.589,16.83,43.05,42.29,0.01,0.294,0,42.58,39.42,0,0.6,0,17.66,18.01,0.712,1.291
08-02-2024;09:10:00.000,71.241,143.46,2895.589,16.83,46.09,42.59,0.01,0.301,0,41.96,37.94,0,0.6,0,17.68,18.01,0.712,1.291
08-02-2024;09:20:00.000,73.864,154.64,2895.589,16.63,49.71,46.1,0.01,0.315,16,47.91,46.01,0,0.64,0,17.72,18.05,0.712,1.291
08-02-2024;09:30:00.000,73.99,154.7,2895.589,0,44.23,44.61,0.01,0.316,0,45.34,45.39,0,0.65,0,17.73,18.06,0.712,1.291
08-02-2024;09:40:00.000,73.99,154.7,2895.589,0,42.84,44.42,0.01,0.316,0,44.03,42.74,0,0.65,0,17.73,18.07,0.712,1.291
08-02-2024;09:50:00.000,74.942,154.7,2895.589,16.8,44.3,41.62,0.01,0.32,0,43.22,40.84,0,0.65,0,17.75,18.07,0.712,1.291
08-02-2024;10:00:00.000,77.553,161.48,2895.589,16.66,48.14,43.79,0.01,0.332,16.12,45.68,43.72,0,0.67,0,17.76,18.07,0.712,1.291
08-02-2024;10:10:00.000,79.066,169.22,2895.589,0,45.14,44.93,0.01,0.34,0,45.94,46.01,0,0.71,0,17.78,18.07,0.712,1.291
08-02-2024;10:20:00.000,79.066,169.22,2895.589,0,44.09,44.75,0.01,0.34,0,44.88,44.33,0,0.71,0,17.79,18.07,0.712,1.291
08-02-2024;10:30:00.000,79.1,169.22,2895.589,16.77,42.55,42.27,0.01,0.34,0,43.76,41.84,0,0.71,0,17.8,18.07,0.712,1.291
08-02-2024;10:40:00.000,80.746,169.22,2895.589,16.75,45.6,41.97,0.01,0.348,0,43.06,40.08,0,0.71,0,17.8,18.08,0.712,1.291
08-02-2024;10:50:00.000,83.426,179.21,2895.589,16.63,49.5,45.95,0.01,0.36,16.03,46.65,45.91,0,0.75,0,17.82,18.12,0.712,1.291
08-02-2024;11:00:00.000,83.471,179.22,2895.589,0,44.12,44.41,0.01,0.362,0,45.01,45.15,0,0.75,0,17.85,18.15,0.712,1.291
08-02-2024;11:10:00.000,83.471,179.22,2895.589,0,42.87,44.29,0.01,0.362,0,43.59,42.11,0,0.75,0,17.88,18.2,0.712,1.291
08-02-2024;11:20:00.000,83.471,179.22,2895.589,0,41.61,43.82,0.01,0.362,0,42.65,40.23,0,0.75,0,17.91,18.25,0.712,1.291
08-02-2024;11:30:00.000,84.031,179.22,2895.589,16.86,44.49,42.31,0.01,0.364,0,41.94,38.61,0,0.75,0,17.94,18.27,0.712,1.291
08-02-2024;11:40:00.000,86.198,182.54,2895.589,16.8,48.4,44.68,0.01,0.373,16.19,46.7,45.15,0,0.76,0,17.97,18.29,0.712,1.291
08-02-2024;11:50:00.000,87.192,186.72,2895.589,0,45.66,45.36,0.01,0.38,0,46.03,46.37,0,0.78,0,17.98,18.32,0.712,1.291
08-02-2024;12:00:00.000,87.192,186.72,2895.589,0,44.12,45.33,0.01,0.38,0,44.85,43.75,0,0.78,0,18.01,18.35,0.712,1.291
08-02-2024;12:10:00.000,87.192,186.72,2895.589,0,42.76,44.85,0.01,0.38,0,43.54,41.34,0,0.78,0,18.06,18.43,0.712,1.291
08-02-2024;12:20:00.000,87.192,186.72,2895.589,0,41.89,44.31,0.01,0.38,0,42.59,39.29,0,0.78,0,18.11,18.47,0.712,1.291
08-02-2024;12:30:00.000,87.192,186.72,2895.589,0,41.18,43.82,0.01,0.38,0,41.86,37.78,0,0.78,0,18.15,18.52,0.712,1.291
08-02-2024;12:40:00.000,88.014,186.72,2895.589,16.76,44.97,42.38,0.01,0.383,0,41.2,36.46,0,0.78,0,18.2,18.57,0.712,1.291
08-02-2024;12:50:00.000,90.353,192.23,2895.589,16.67,49.35,45.52,0.01,0.394,16.07,47.14,45.47,0,0.79,0,18.25,18.6,0.712,1.291
08-02-2024;13:00:00.000,91.087,194.99,2895.589,0,45.51,45.34,0.01,0.398,0,46.1,46.24,0,0.81,0,18.3,18.64,0.712,1.291
08-02-2024;13:10:00.000,91.087,194.99,2895.589,0,44,45.28,0.01,0.398,0,44.54,43.58,0,0.81,0,18.2,18.53,0.712,1.291
08-02-2024;13:20:00.000,91.087,194.99,2895.589,0,42.9,44.81,0.01,0.398,0,43.64,41.48,0,0.81,0,17.97,18.19,0.712,1.291
08-02-2024;13:30:00.000,91.087,194.99,2895.589,0,41.97,44.28,0.01,0.398,0,42.62,39.55,0,0.81,0,17.86,17.96,0.712,1.291
08-02-2024;13:40:00.000,91.087,194.99,2895.589,0,41.25,43.81,0.01,0.398,0,41.98,38.14,0,0.81,0,17.76,17.86,0.712,1.291
08-02-2024;13:50:00.000,91.883,194.99,2895.589,16.76,44.88,42.31,0.01,0.401,0,41.17,36.9,0,0.81,0,17.76,17.91,0.712,1.291
08-02-2024;14:00:00.000,94.207,200.26,2895.589,16.65,49.4,45.62,0.01,0.413,16.14,47.38,45.65,0,0.83,0,17.76,17.98,0.712,1.291
08-02-2024;14:10:00.000,94.869,202.64,2895.589,0,45.22,45.43,0.01,0.416,0,46.12,45.98,0,0.84,0,17.79,18.09,0.712,1.291
08-02-2024;14:20:00.000,94.869,202.64,2895.589,0,43.54,45.23,0.01,0.416,0,44.46,43.41,0,0.84,0,17.88,18.28,0.712,1.291
08-02-2024;14:30:00.000,94.869,202.64,2895.589,0,42.22,44.69,0.01,0.416,0,43.29,40.91,0,0.84,0,17.98,18.47,0.712,1.291
08-02-2024;14:40:00.000,94.869,202.64,2895.589,0,41.27,44.15,0.01,0.416,0,42.3,39.05,0,0.84,0,18.09,18.62,0.712,1.291
08-02-2024;14:50:00.000,94.914,202.64,2895.589,16.75,42.82,42.29,0.01,0.416,0,41.63,37.61,0,0.84,0,18.18,18.7,0.712,1.291
08-02-2024;15:00:00.000,96.561,202.64,2895.589,16.82,46.37,42.94,0.01,0.424,0,40.97,36.46,0,0.84,0,18.28,18.77,0.712,1.291
08-02-2024;15:10:00.000,98.647,210.38,2895.589,0.94,46.42,46.18,0.01,0.435,0,46.65,46.71,0,0.87,0,18.39,18.9,0.712,1.291
08-02-2024;15:20:00.000,98.647,210.38,2895.589,0,44.72,45.5,0.01,0.435,0,45.29,45.37,0,0.87,0,18.49,18.96,0.712,1.291
08-02-2024;15:30:00.000,98.647,210.38,2895.589,0,43.44,45.06,0.01,0.435,0,44.23,42.56,0,0.87,0,18.58,18.99,0.712,1.291
08-02-2024;15:40:00.000,98.647,210.38,2895.589,0,42.12,44.42,0.01,0.435,0,42.91,40.26,0,0.87,0,18.63,19.01,0.712,1.291
08-02-2024;15:50:00.000,98.647,210.38,2895.589,0,41.35,44.04,0.01,0.435,0,42.04,38.64,0,0.87,0,18.65,19,0.712,1.291
08-02-2024;16:00:00.000,99.38,210.38,2895.589,16.88,44.84,42.39,0.01,0.437,0,41.57,37.41,0,0.87,0,18.67,18.95,0.712,1.291
08-02-2024;16:10:00.000,101.675,215.14,2895.589,16.67,49.19,45.44,0.01,0.448,16.05,47.3,45.71,0,0.89,0,18.69,18.99,0.712,1.291
08-02-2024;16:20:00.000,102.405,217.97,2895.589,0,45.54,45.45,0.01,0.453,0,46.38,46.33,0,0.9,0,18.69,18.99,0.712,1.291
08-02-2024;16:30:00.000,102.405,217.97,2895.589,0,44.15,45.44,0.01,0.453,0,44.88,43.8,0,0.9,0,18.71,19,0.712,1.291
08-02-2024;16:40:00.000,102.405,217.97,2895.589,0,42.76,44.93,0.01,0.453,0,43.55,41.7,0,0.9,0,18.69,18.94,0.712,1.291
08-02-2024;16:50:00.000,102.405,217.97,2895.589,0,41.84,44.44,0.01,0.453,0,42.31,39.61,0,0.9,0,18.53,18.76,0.712,1.291
08-02-2024;17:00:00.000,102.718,217.97,2895.589,16.78,44.01,42.25,0.01,0.454,0,42.02,38.18,0,0.9,0,18.4,18.6,0.712,1.291
08-02-2024;17:10:00.000,104.689,219.06,2895.589,16.68,47.64,43.87,0.01,0.463,16.09,45.02,43.92,0,0.9,0,18.3,18.48,0.712,1.291
08-02-2024;17:20:00.000,106.207,225.73,2895.589,0,45.73,45.24,0.01,0.471,0,46.34,46.25,0,0.93,0,18.21,18.33,0.712,1.291
08-02-2024;17:30:00.000,106.207,225.73,2895.589,0,44.01,45.24,0.01,0.471,0,44.79,44.36,0,0.93,0,18.02,18.17,0.712,1.291
08-02-2024;17:40:00.000,106.207,225.73,2895.589,0,42.47,44.72,0.01,0.471,0,43.32,41.52,0,0.93,0,17.9,17.97,0.712,1.291
08-02-2024;17:50:00.000,106.207,225.73,2895.589,0,41.41,44.16,0.01,0.471,0,42,39.27,0,0.93,0,17.81,17.79,0.712,1.291
08-02-2024;18:00:00.000,106.771,225.73,2895.589,16.78,44.37,42.18,0.01,0.473,0,41.42,37.59,0,0.93,0,17.81,17.7,0.712,1.291
08-02-2024;18:10:00.000,108.955,229.1,2895.589,16.82,48.45,44.63,0.01,0.483,16.17,46.49,44.93,0,0.94,0,17.79,17.66,0.712,1.291
08-02-2024;18:20:00.000,109.99,233.4,2895.589,0,45.57,45.4,0.01,0.489,0,46.12,46.26,0,0.96,0,17.75,17.69,0.712,1.291
08-02-2024;18:30:00.000,109.99,233.4,2895.589,0,44.01,45.33,0.01,0.489,0,44.41,43.5,0,0.96,0,17.73,17.72,0.712,1.291
08-02-2024;18:40:00.000,109.99,233.4,2895.589,0,42.67,44.82,0.01,0.489,0,43.32,41.23,0,0.96,0,17.67,17.72,0.712,1.291
